"","preu","area","qual.total","condicio.total","any","carrer","tipus","garatge.cotxes","garatge.area","aire"
"398",235000,1823,7,5,2000,"Pave","1Fam",2,626,"Y"
"399",215000,1889,6,5,2000,"Pave","1Fam",2,431,"Y"
"400",212300,1952,7,9,1950,"Pave","1Fam",1,299,"Y"
"401",211500,1226,8,5,1981,"Pave","TwnhsE",2,484,"Y"
"402",187000,1690,6,5,2000,"Pave","1Fam",2,442,"Y"
"403",149900,1078,5,6,1971,"Pave","1Fam",2,500,"Y"
"404",176000,1329,7,6,1960,"Pave","1Fam",2,441,"Y"
"405",153000,1382,5,5,1955,"Pave","1Fam",1,350,"Y"
"406",190000,1867,5,5,1955,"Pave","1Fam",1,303,"Y"
"407",194500,1232,7,5,2007,"Pave","1Fam",2,632,"Y"
"408",195000,1256,6,5,2008,"Pave","TwnhsE",2,641,"Y"
"409",140000,1072,6,5,2005,"Pave","TwnhsE",2,525,"Y"
"410",160000,1251,6,6,1964,"Pave","1Fam",1,461,"Y"
"411",122000,1383,4,5,1954,"Pave","1Fam",2,498,"Y"
"412",149500,1962,4,5,1915,"Pave","1Fam",2,572,"Y"
"413",121500,1073,5,5,1956,"Pave","1Fam",1,340,"Y"
"414",160000,5642,10,5,2008,"Pave","1Fam",2,1418,"Y"
"415",270000,1629,8,5,2002,"Pave","1Fam",3,808,"Y"
"416",303477,2610,8,5,2007,"Pave","1Fam",2,550,"Y"
"417",110000,816,5,5,1963,"Grvl","Duplex",2,516,"N"
"418",145500,1053,5,7,1959,"Pave","1Fam",1,312,"Y"
"419",164900,1363,5,7,1951,"Pave","1Fam",1,288,"Y"
"420",149000,1510,6,8,1920,"Pave","1Fam",1,216,"Y"
"421",218000,1671,7,7,1929,"Pave","1Fam",2,451,"Y"
"422",171000,1716,6,6,1962,"Pave","1Fam",2,490,"Y"
"423",275000,1644,7,5,1989,"Pave","1Fam",2,569,"Y"
"424",104000,1296,5,6,1924,"Pave","1Fam",1,260,"N"
"425",172900,1549,6,5,1999,"Pave","Twnhs",2,440,"Y"
"426",81500,1600,1,3,1951,"Pave","1Fam",1,270,"Y"
"427",201000,1721,6,5,1994,"Pave","1Fam",2,471,"Y"
"428",120000,1130,5,6,1920,"Pave","1Fam",2,720,"Y"
"429",134000,1142,5,5,1976,"Pave","TwnhsE",2,528,"Y"
"430",141500,894,4,7,1960,"Pave","1Fam",2,396,"Y"
"431",159000,1394,6,5,1963,"Pave","1Fam",2,514,"Y"
"432",317000,2473,8,5,2004,"Pave","1Fam",3,852,"Y"
"433",120500,864,4,6,1970,"Pave","1Fam",2,660,"Y"
"434",157500,1478,6,5,1960,"Pave","1Fam",2,498,"Y"
"435",91500,1218,6,5,1971,"Pave","Twnhs",0,0,"Y"
"436",61500,492,3,5,1921,"Pave","1Fam",1,200,"Y"
"437",156000,1050,6,8,1954,"Pave","1Fam",1,286,"Y"
"438",144000,1150,5,6,1955,"Pave","1Fam",1,288,"Y"
"439",356383,2473,9,5,2006,"Pave","1Fam",3,675,"Y"
"440",151500,1248,5,7,1960,"Pave","1Fam",1,286,"Y"
"441",152000,1370,7,5,1976,"Pave","1Fam",2,479,"Y"
"442",123000,1136,4,7,1929,"Pave","1Fam",1,336,"Y"
"443",148000,1113,6,7,1976,"Pave","1Fam",1,504,"Y"
"444",242000,2978,7,7,1967,"Pave","1Fam",2,564,"Y"
"445",196000,1391,7,5,2004,"Pave","TwnhsE",2,530,"Y"
"446",370967,1800,9,5,2007,"Pave","TwnhsE",3,944,"Y"
"447",159000,1734,6,7,1962,"Pave","1Fam",2,440,"Y"
"448",163000,1768,7,7,1914,"Pave","1Fam",2,320,"N"
"449",131000,2016,5,7,1880,"Pave","1Fam",2,576,"Y"
"450",282000,1922,8,5,2002,"Pave","1Fam",3,692,"Y"
"451",240000,1478,8,5,1998,"Pave","1Fam",2,495,"Y"
"452",215000,1368,7,5,1997,"Pave","Duplex",4,784,"Y"
"453",99500,1315,4,6,1958,"Pave","2fmCon",2,436,"Y"
"454",156500,1338,6,5,1983,"Pave","1Fam",2,576,"Y"
"455",310090,1666,9,5,2006,"Pave","TwnhsE",2,575,"Y"
"456",107500,1347,5,7,1910,"Pave","2fmCon",0,0,"Y"
"457",315000,1980,9,5,2004,"Pave","1Fam",3,770,"Y"
"458",159900,1560,6,8,1912,"Pave","1Fam",0,0,"Y"
"459",128600,1560,5,5,1958,"Pave","Duplex",2,484,"Y"
"460",185088,1733,7,5,2004,"Pave","1Fam",2,433,"Y"
"461",137500,1422,5,5,1951,"Pave","1Fam",1,288,"Y"
"462",261500,1872,8,5,2001,"Pave","1Fam",2,531,"Y"
"463",154000,1626,7,5,2003,"Pave","Twnhs",2,474,"Y"
"464",179500,2192,5,8,1939,"Pave","1Fam",1,240,"Y"
"465",64500,1020,3,3,1918,"Pave","1Fam",0,0,"N"
"466",125200,1096,6,6,1975,"Pave","1Fam",1,352,"Y"
"467",171500,1408,5,5,2005,"Pave","1Fam",2,489,"Y"
"468",144500,848,6,5,2004,"Pave","TwnhsE",2,420,"Y"
"469",127000,876,5,6,1972,"Pave","1Fam",2,484,"Y"
"470",165000,1224,6,5,1999,"Pave","TwnhsE",2,402,"Y"
"471",131750,1426,5,7,1930,"Pave","1Fam",1,230,"Y"
"472",135000,1389,7,8,1946,"Pave","1Fam",1,240,"Y"
"473",145000,1097,5,5,1994,"Pave","1Fam",2,672,"Y"
"474",103000,1836,5,1,1900,"Pave","1Fam",1,288,"Y"
"475",104900,1738,4,4,1920,"Pave","1Fam",1,368,"Y"
"476",103000,1447,5,5,1910,"Pave","1Fam",0,0,"N"
"477",137900,892,5,7,1966,"Pave","1Fam",1,416,"Y"
"478",275000,1904,8,5,2005,"Pave","1Fam",2,736,"Y"
"479",139000,1196,6,5,1956,"Pave","1Fam",1,297,"Y"
"480",257500,2004,8,5,2002,"Pave","1Fam",3,644,"Y"
"481",216000,1674,7,5,2000,"Pave","1Fam",2,663,"Y"
"482",157000,1762,7,7,1920,"Pave","1Fam",2,576,"Y"
"483",254900,1947,7,5,2004,"Pave","1Fam",2,678,"Y"
"484",135000,2080,5,5,1969,"Pave","1Fam",2,504,"Y"
"485",234000,2080,7,9,1926,"Pave","1Fam",1,282,"Y"
"486",129500,768,5,7,1970,"Pave","1Fam",2,624,"Y"
"487",125000,825,5,7,1955,"Pave","1Fam",2,720,"Y"
"488",108000,1668,7,7,1945,"Pave","1Fam",1,252,"Y"
"489",187000,1710,6,5,1993,"Pave","1Fam",2,506,"Y"
"490",126000,1734,5,5,1977,"Pave","Duplex",2,539,"Y"
"491",197500,1868,5,7,1976,"Pave","1Fam",2,484,"Y"
"492",126000,1112,5,5,1951,"Pave","1Fam",2,480,"Y"
"493",57625,810,2,4,1910,"Grvl","1Fam",1,280,"N"
"494",318000,1714,9,5,2005,"Pave","TwnhsE",2,517,"Y"
"495",209200,1344,7,5,1997,"Pave","Duplex",4,784,"Y"
"496",174000,1555,7,5,2007,"Pave","TwnhsE",3,660,"Y"
"497",136300,1775,6,5,1964,"Pave","1Fam",2,480,"Y"
"498",179665,1496,7,5,2006,"Pave","1Fam",2,426,"Y"
"499",209000,1653,7,5,2003,"Pave","1Fam",2,628,"Y"
"500",128000,1180,5,5,1970,"Pave","1Fam",2,477,"Y"
"501",180500,1152,5,7,1964,"Pave","1Fam",2,484,"Y"
"502",130000,907,5,4,1977,"Pave","1Fam",1,308,"Y"
"503",200500,1682,6,5,1998,"Pave","1Fam",2,523,"Y"
"504",212700,1372,8,5,2007,"Pave","1Fam",2,588,"Y"
"505",227000,1573,7,5,2002,"Pave","1Fam",2,544,"Y"
"506",159500,1194,6,6,1959,"Pave","1Fam",2,539,"Y"
"507",100000,987,6,5,1973,"Pave","Twnhs",1,264,"Y"
"508",81000,894,3,4,1935,"Grvl","1Fam",3,1248,"Y"
"509",220000,1513,8,5,1999,"Pave","1Fam",2,521,"Y"
"510",79500,935,5,6,1930,"Pave","1Fam",1,308,"Y"
"511",173000,1626,7,5,2003,"Pave","Twnhs",2,474,"Y"
"512",82000,1152,4,5,1955,"Pave","Duplex",0,0,"N"
"513",171500,1279,6,6,1977,"Pave","1Fam",2,473,"Y"
"514",174500,1564,7,7,1941,"Pave","1Fam",1,234,"Y"
"515",174000,1282,6,6,1978,"Pave","1Fam",3,672,"Y"
"516",286000,1976,8,5,1998,"Pave","1Fam",3,885,"Y"
"517",229000,2314,7,5,2003,"Pave","1Fam",2,502,"Y"
"518",138000,1143,5,7,1928,"Pave","1Fam",1,288,"Y"
"519",160250,1373,5,5,1978,"Pave","Duplex",2,591,"Y"
"520",190000,1285,6,7,1977,"Pave","1Fam",2,473,"Y"
"521",142100,1053,5,7,1963,"Pave","1Fam",2,692,"Y"
"522",192140,1838,5,5,2005,"Pave","1Fam",2,372,"Y"
"523",140000,1499,5,6,1946,"Pave","1Fam",3,869,"Y"
"524",135000,1469,6,7,1906,"Pave","1Fam",1,216,"Y"
"525",95000,1080,5,9,1890,"Pave","1Fam",0,0,"Y"
"526",248328,1689,7,6,2007,"Pave","1Fam",3,954,"Y"
"527",261329,1584,8,5,2007,"Pave","1Fam",2,594,"Y"
"528",185000,1674,6,7,1918,"Pave","1Fam",2,396,"Y"
"529",475000,2276,9,5,2008,"Pave","1Fam",3,1348,"Y"
"530",112000,1416,5,7,1918,"Pave","1Fam",2,576,"Y"
"531",76000,784,6,3,1928,"Pave","1Fam",2,360,"N"
"532",102000,1238,5,3,1950,"Pave","1Fam",1,357,"Y"
"533",123000,1427,6,7,1915,"Pave","1Fam",1,379,"Y"
"534",372402,1710,8,5,2007,"Pave","1Fam",3,866,"Y"
"535",246578,1500,7,5,2006,"Pave","TwnhsE",3,648,"Y"
"536",263400,2161,7,9,1950,"Pave","1Fam",2,506,"Y"
"537",167000,1516,6,6,1964,"Pave","1Fam",2,472,"Y"
"538",187500,1604,6,5,1997,"Pave","1Fam",2,470,"Y"
"539",155000,1416,7,5,1999,"Pave","Twnhs",2,484,"Y"
"540",270000,1795,8,5,2006,"Pave","1Fam",3,782,"Y"
"541",82500,1411,7,5,1977,"Pave","1Fam",2,544,"Y"
"542",300000,2206,9,5,2005,"Pave","1Fam",3,670,"Y"
"543",215000,2093,7,6,1986,"Pave","1Fam",2,542,"Y"
"544",119000,804,5,7,1940,"Pave","1Fam",1,240,"Y"
"545",124000,932,6,5,1950,"Pave","1Fam",1,306,"Y"
"546",143000,1362,5,5,1993,"Pave","1Fam",2,480,"Y"
"547",134800,900,5,7,1951,"Pave","1Fam",2,576,"Y"
"548",238500,1448,8,5,2006,"Pave","1Fam",2,692,"Y"
"549",193000,1593,6,5,2004,"Pave","1Fam",2,398,"Y"
"550",239000,1571,8,5,2007,"Pave","1Fam",3,722,"Y"
"551",147500,1232,6,8,1916,"Pave","1Fam",2,440,"Y"
"552",181755,1496,6,5,2007,"Pave","1Fam",2,572,"Y"
"553",129500,1216,5,5,1955,"Pave","1Fam",1,336,"Y"
"554",129200,941,5,6,1967,"Pave","1Fam",1,288,"Y"
"555",282922,1464,8,5,2007,"Pave","1Fam",3,754,"Y"
"556",190000,1514,6,5,2000,"Pave","1Fam",2,394,"Y"
"557",108480,1073,5,6,1921,"Pave","1Fam",1,326,"Y"
"558",275500,1702,8,5,2007,"Pave","1Fam",3,844,"Y"
"559",179200,1294,6,5,1991,"Pave","1Fam",2,496,"Y"
"560",154000,1060,5,8,1968,"Pave","1Fam",1,270,"Y"
"561",200000,1405,7,5,2003,"Pave","TwnhsE",2,478,"Y"
"562",135000,1656,5,5,1973,"Pave","Duplex",2,506,"Y"
"563",116500,1032,6,6,1980,"Pave","Twnhs",2,462,"Y"
"564",127000,1107,5,6,1967,"Pave","1Fam",1,308,"Y"
"565",257000,2315,5,7,1950,"Pave","1Fam",1,342,"Y"
"566",111500,1951,4,6,1900,"Pave","2fmCon",2,576,"N"
"567",142500,1059,5,6,1966,"Pave","1Fam",1,286,"Y"
"568",120500,864,4,6,1971,"Pave","1Fam",2,528,"Y"
"569",120000,1308,5,6,1915,"Pave","1Fam",2,400,"Y"
"570",350000,2385,8,5,2003,"Pave","1Fam",3,818,"Y"
"571",157500,1440,5,6,1964,"Pave","1Fam",2,480,"Y"
"572",160200,1145,7,5,2005,"Pave","TwnhsE",2,397,"Y"
"573",190000,2544,6,5,1969,"Pave","Duplex",3,907,"Y"
"574",250000,1828,8,5,2006,"Pave","1Fam",3,876,"Y"
"575",235000,3112,8,4,1918,"Pave","1Fam",2,795,"Y"
"576",126000,882,4,5,1970,"Pave","1Fam",2,525,"Y"
"577",128000,984,5,5,1963,"Pave","1Fam",1,384,"Y"
"578",239000,2624,6,6,1918,"Pave","1Fam",3,864,"N"
"579",176500,1632,7,5,1998,"Pave","1Fam",2,462,"Y"
"580",162900,1573,5,7,1930,"Pave","1Fam",2,360,"Y"
"581",160000,1308,5,7,1940,"Pave","1Fam",1,256,"Y"
"582",125500,1365,5,6,1973,"Pave","TwnhsE",2,440,"Y"
"583",90000,1316,5,5,1926,"Pave","1Fam",2,576,"Y"
"584",123000,1092,5,5,1966,"Pave","1Fam",1,264,"Y"
"585",132500,1412,6,6,1939,"Pave","1Fam",1,280,"Y"
"586",124000,1750,5,6,1880,"Pave","1Fam",1,240,"Y"
"587",120000,888,5,7,1961,"Pave","1Fam",1,240,"Y"
"588",372500,2786,9,5,1993,"Pave","1Fam",2,636,"Y"
"589",119900,864,5,8,1972,"Pave","1Fam",1,297,"Y"
"590",140000,1812,5,9,1900,"Pave","2fmCon",2,672,"Y"
"591",119164,1656,4,6,1940,"Pave","1Fam",2,440,"Y"
"592",185000,2126,5,5,1967,"Pave","1Fam",2,538,"Y"
"593",128000,1063,5,5,1954,"Pave","1Fam",1,280,"Y"
"594",198000,1336,7,5,2005,"Pave","1Fam",2,502,"Y"
"595",274000,1947,9,5,2001,"Pave","1Fam",3,725,"Y"
"596",163500,964,5,7,1921,"Pave","1Fam",2,432,"Y"
"597",109000,1057,5,7,1953,"Pave","1Fam",1,246,"Y"
"598",252678,1852,7,5,2009,"Pave","1Fam",2,644,"Y"
"599",200825,1716,6,5,2005,"Pave","1Fam",2,615,"Y"
"600",97000,987,6,6,1972,"Pave","Twnhs",1,288,"Y"
"601",138500,894,5,8,1965,"Pave","1Fam",1,336,"Y"
"602",189000,1657,7,5,1994,"Pave","1Fam",2,483,"Y"
"603",117000,833,5,7,1954,"Pave","1Fam",1,326,"Y"
"604",250000,2784,7,5,1978,"Pave","1Fam",2,564,"Y"
"605",225000,1436,7,5,2008,"Pave","1Fam",2,529,"Y"
"606",213000,1664,7,6,1978,"Pave","1Fam",2,663,"Y"
"607",146500,1521,6,7,1910,"Pave","1Fam",3,640,"Y"
"608",201000,1466,8,5,2007,"Pave","1Fam",3,610,"Y"
"609",137500,1152,5,6,1953,"Pave","1Fam",2,636,"Y"
"610",190000,1969,7,6,1977,"Pave","1Fam",2,534,"Y"
"611",117600,894,5,7,1960,"Pave","1Fam",1,312,"Y"
"612",139500,1142,6,5,2005,"Pave","1Fam",0,0,"Y"
"613",178000,1414,8,5,2004,"Pave","1Fam",2,403,"Y"
"614",151000,1200,7,5,2004,"Pave","TwnhsE",2,480,"Y"
"615",167000,1486,5,7,1964,"Pave","1Fam",2,480,"Y"
"616",412500,2668,9,5,2003,"Pave","1Fam",3,726,"Y"
"617",164900,1672,6,7,1940,"Pave","1Fam",1,240,"Y"
"618",137000,1320,6,5,1993,"Pave","Twnhs",2,484,"Y"
"619",196000,1306,6,5,2005,"Pave","Twnhs",2,624,"Y"
"620",186500,1553,7,5,2005,"Pave","1Fam",2,615,"Y"
"621",217000,1753,7,5,1998,"Pave","1Fam",2,534,"Y"
"622",137250,864,5,5,1968,"Pave","1Fam",1,280,"Y"
"623",155000,1770,5,5,1968,"Pave","1Fam",2,530,"Y"
"624",81000,1184,5,3,1910,"Pave","1Fam",0,0,"Y"
"625",148000,1534,5,9,1895,"Pave","1Fam",0,0,"Y"
"626",210000,1801,6,7,1930,"Pave","1Fam",2,365,"Y"
"627",260000,1530,7,5,2005,"Pave","1Fam",2,430,"Y"
"628",325000,2775,10,9,1893,"Pave","1Fam",2,880,"Y"
"629",147000,1055,6,7,1973,"Pave","1Fam",2,542,"Y"
"630",133900,768,5,8,1972,"Pave","1Fam",1,396,"Y"
"631",120000,836,7,6,1975,"Pave","Twnhs",1,308,"Y"
"632",150000,1558,5,6,1939,"Pave","1Fam",2,400,"Y"
"633",142500,1003,6,6,1984,"Pave","1Fam",2,588,"Y"
"634",139500,1627,5,5,1900,"Pave","2fmCon",2,420,"N"
"635",249700,1656,8,5,2006,"Pave","1Fam",3,826,"Y"
"636",395000,1973,8,5,2006,"Pave","1Fam",3,895,"Y"
"637",156820,1142,7,5,2005,"Pave","TwnhsE",2,440,"Y"
"638",192000,1367,7,5,2005,"Pave","TwnhsE",2,484,"Y"
"639",212000,1768,8,5,2007,"Pave","1Fam",2,578,"Y"
"640",148000,1382,4,5,1963,"Pave","1Fam",2,459,"Y"
"641",173000,1640,6,5,2004,"Pave","1Fam",2,520,"Y"
"642",120000,864,6,6,1959,"Pave","1Fam",1,288,"Y"
"643",167000,1374,7,5,2004,"Pave","1Fam",2,400,"Y"
"644",394617,1932,8,5,2008,"Pave","1Fam",3,774,"Y"
"645",204000,1358,7,5,1999,"Pave","1Fam",2,625,"Y"
"646",260000,2417,8,5,1991,"Pave","1Fam",2,462,"Y"
"647",209700,1809,7,5,2005,"Pave","1Fam",2,638,"Y"
"648",193800,1565,8,5,2006,"Pave","TwnhsE",2,476,"Y"
"649",207000,1848,6,7,1923,"Pave","1Fam",2,370,"Y"
"650",129900,1200,5,6,1950,"Pave","1Fam",1,246,"Y"
"651",113000,884,5,7,1939,"Pave","1Fam",1,240,"Y"
"652",140500,1187,5,5,1961,"Pave","1Fam",2,440,"Y"
"653",132500,999,5,7,1962,"Pave","1Fam",1,264,"Y"
"654",151400,2521,6,4,1973,"Pave","TwnhsE",2,576,"Y"
"655",139000,1632,6,6,1958,"Pave","1Fam",1,338,"Y"
"656",166800,1570,6,6,1958,"Pave","1Fam",2,441,"Y"
"657",145000,1958,6,6,1946,"Pave","Duplex",2,492,"N"
"658",174000,1444,5,5,2006,"Pave","1Fam",2,400,"Y"
"659",176432,1314,6,5,2006,"Pave","1Fam",2,440,"Y"
"660",112000,833,5,5,1985,"Pave","1Fam",0,0,"Y"
"661",245000,1524,7,6,1979,"Pave","1Fam",2,478,"Y"
"662",130000,1072,5,8,1940,"Pave","1Fam",2,379,"Y"
"663",132000,970,5,5,1992,"Pave","1Fam",0,0,"Y"
"664",113000,1487,6,4,1945,"Pave","1Fam",1,220,"Y"
"665",104500,968,4,6,1956,"Pave","1Fam",1,331,"Y"
"666",137500,1054,6,7,1963,"Pave","1Fam",2,480,"Y"
"667",274000,1518,8,5,2003,"Pave","TwnhsE",2,588,"Y"
"668",85500,1092,4,6,1972,"Pave","TwnhsE",1,286,"Y"
"669",223000,1844,6,5,1969,"Pave","1Fam",2,540,"Y"
"670",89000,1361,4,7,1895,"Pave","1Fam",1,185,"N"
"671",130000,2350,5,5,1920,"Pave","2fmCon",2,393,"Y"
"672",180000,2207,7,5,1970,"Pave","1Fam",2,576,"Y"
"673",193500,1679,6,5,1994,"Pave","1Fam",2,575,"Y"
"674",155500,1595,6,8,1915,"Pave","1Fam",2,528,"Y"
"675",139500,1489,6,7,1940,"Pave","1Fam",1,240,"Y"
"676",311500,1954,7,9,1939,"Pave","1Fam",2,431,"Y"
"677",195000,1455,7,5,2003,"Pave","TwnhsE",3,644,"Y"
"678",152500,1527,7,7,1948,"Pave","1Fam",2,410,"Y"
"679",184000,1456,7,5,2005,"Pave","1Fam",2,390,"Y"
"680",138500,1052,5,5,1968,"Pave","1Fam",1,288,"Y"
"681",134000,1080,6,5,1983,"Pave","1Fam",2,484,"Y"
"682",135000,1495,6,7,1948,"Pave","1Fam",2,576,"Y"
"683",200000,1290,7,5,2007,"Pave","1Fam",2,662,"Y"
"684",201000,1560,6,4,1960,"Pave","1Fam",2,580,"Y"
"685",457347,2798,9,5,2005,"Pave","1Fam",3,670,"Y"
"686",127500,1278,6,5,1954,"Pave","1Fam",1,240,"Y"
"687",124500,1960,5,5,1952,"Pave","Duplex",2,400,"Y"
"688",97900,936,4,7,1948,"Pave","1Fam",1,265,"Y"
"689",195000,1643,6,6,1966,"Pave","1Fam",2,438,"Y"
"690",100000,1047,4,7,1885,"Pave","1Fam",1,273,"Y"
"691",195000,2030,6,6,1976,"Pave","1Fam",2,551,"Y"
"692",341000,2418,7,5,1993,"Pave","1Fam",3,983,"Y"
"693",225000,1548,7,5,2004,"Pave","TwnhsE",2,388,"Y"
"694",165000,1033,5,5,1976,"Pave","1Fam",2,504,"Y"
"695",269500,2787,7,5,2000,"Pave","Duplex",4,820,"Y"
"696",184900,1772,8,9,1910,"Pave","1Fam",2,816,"N"
"697",220000,1915,8,5,1992,"Pave","1Fam",2,506,"Y"
"698",118858,1535,5,5,1979,"Pave","Duplex",2,400,"Y"
"699",323262,1680,9,5,2009,"Pave","1Fam",3,1138,"Y"
"700",219500,1342,8,5,2006,"Pave","TwnhsE",2,550,"Y"
"701",112500,928,5,6,1957,"Pave","1Fam",1,288,"Y"
"702",257000,1861,8,5,2007,"Pave","1Fam",3,851,"Y"
"703",147000,1374,6,5,1964,"Pave","1Fam",1,286,"Y"
"704",151000,1556,6,6,1980,"Pave","Twnhs",2,452,"Y"
"705",189000,1434,7,5,2001,"Pave","1Fam",2,527,"Y"
"706",159900,1509,5,6,1956,"Pave","1Fam",1,322,"Y"
"707",184500,1374,7,5,2004,"Pave","1Fam",2,400,"Y"
"708",180000,1339,7,5,1990,"Pave","1Fam",2,484,"Y"
"709",172500,1258,7,5,2006,"Pave","TwnhsE",3,648,"Y"
"710",195500,1604,6,6,1998,"Pave","1Fam",2,470,"Y"
"711",168500,1512,6,5,2000,"Pave","TwnhsE",2,440,"Y"
"712",66500,1131,5,6,1941,"Pave","1Fam",1,200,"Y"
"713",109008,907,4,6,1957,"Pave","1Fam",1,352,"Y"
"714",73000,764,5,5,1925,"Pave","1Fam",2,504,"N"
"715",184500,1306,6,5,2005,"Pave","Twnhs",2,624,"Y"
"716",133900,2291,6,6,1910,"Pave","2fmCon",2,506,"N"
"717",138000,1904,5,4,1950,"Pave","1Fam",1,240,"Y"
"718",229800,1402,7,5,2008,"Pave","1Fam",2,625,"Y"
"719",186500,1445,7,5,2004,"Pave","1Fam",2,470,"Y"
"720",181500,1262,6,8,1976,"Pave","1Fam",2,460,"Y"
"721",131500,848,6,5,2003,"Pave","TwnhsE",2,420,"Y"
"722",139000,1250,5,6,1910,"Pave","1Fam",2,552,"Y"
"723",201000,1560,7,5,2003,"Pave","1Fam",2,573,"Y"
"724",210000,1436,7,5,2004,"Pave","1Fam",2,484,"Y"
"725",140000,1072,6,5,2005,"Pave","TwnhsE",2,525,"Y"
"726",275000,1646,8,5,2004,"Pave","TwnhsE",2,482,"Y"
"727",216000,1325,5,7,1948,"Pave","1Fam",2,576,"Y"
"728",120000,1368,5,5,1950,"Pave","1Fam",1,195,"Y"
"729",127000,864,5,5,1972,"Pave","1Fam",2,576,"Y"
"730",183600,1208,7,5,2005,"Pave","1Fam",2,632,"Y"
"731",222000,2236,7,5,1997,"Pave","1Fam",2,642,"Y"
"732",140000,1136,6,6,1965,"Pave","1Fam",1,384,"Y"
"733",153000,1313,5,6,1961,"Pave","1Fam",2,610,"Y"
"734",281000,1970,8,5,2006,"Pave","1Fam",3,753,"Y"
"735",213000,1621,5,7,1975,"Pave","1Fam",2,478,"Y"
"736",611657,2364,9,5,2009,"Pave","1Fam",3,820,"Y"
"737",300000,2234,8,5,2000,"Pave","1Fam",3,768,"Y"
"738",268000,2295,7,5,1992,"Pave","1Fam",2,590,"Y"
"739",205000,2480,7,6,1940,"Pave","Duplex",2,400,"Y"
"740",300000,1786,8,5,2002,"Pave","1Fam",3,715,"Y"
"741",167900,1116,6,6,1974,"Pave","1Fam",2,528,"Y"
"742",90000,1040,4,5,1949,"Pave","Duplex",2,420,"N"
"743",166000,1385,5,4,1952,"Pave","1Fam",2,720,"Y"
"744",215700,1771,6,5,1997,"Pave","1Fam",2,600,"Y"
"745",135000,1178,5,6,1976,"Pave","1Fam",2,502,"Y"
"746",114000,1017,5,7,1900,"Pave","1Fam",1,308,"Y"
"747",155000,1200,7,5,2004,"Pave","TwnhsE",2,480,"Y"
"748",165000,1458,5,5,1967,"Pave","1Fam",2,512,"Y"
"749",294000,2167,7,7,1974,"Pave","1Fam",2,518,"Y"
"750",110000,1230,5,6,1910,"Pave","1Fam",2,440,"Y"
"751",213750,1295,8,6,1978,"Pave","TwnhsE",2,571,"Y"
"752",190000,1166,7,5,2005,"Pave","1Fam",2,400,"Y"
"753",171000,1959,7,5,1988,"Pave","Duplex",3,766,"Y"
"754",287090,1578,8,5,2008,"Pave","1Fam",3,840,"Y"
"755",355000,2500,8,5,2005,"Pave","1Fam",3,683,"Y"
"756",325000,2504,9,5,2005,"Pave","1Fam",3,656,"Y"
"757",230000,2288,7,7,1977,"Pave","1Fam",2,520,"Y"
"758",207500,1550,8,5,2006,"Pave","TwnhsE",2,528,"Y"
"759",149300,848,6,5,2004,"Pave","TwnhsE",2,420,"Y"
"760",193000,1790,7,5,1999,"Pave","1Fam",2,588,"Y"
"761",162000,1320,7,5,2003,"Pave","1Fam",2,400,"Y"
"762",200000,2267,6,5,2002,"Pave","1Fam",2,390,"Y"
"763",96000,987,6,5,1971,"Pave","Twnhs",1,264,"Y"
"764",80000,924,4,4,1941,"Pave","2fmCon",1,280,"N"
"765",140000,1214,5,7,1965,"Pave","1Fam",2,461,"Y"
"766",120000,1158,6,7,1929,"Pave","1Fam",1,208,"Y"
"767",206300,1344,7,5,1997,"Pave","Duplex",4,784,"Y"
"768",88000,1092,6,5,1971,"Pave","Twnhs",1,264,"Y"
"769",165000,1977,6,6,1964,"Pave","1Fam",2,540,"Y"
"770",188000,1720,7,5,2002,"Pave","1Fam",2,400,"Y"
"771",60000,1276,5,3,1958,"Pave","1Fam",1,350,"Y"
"772",137000,860,5,6,1982,"Pave","1Fam",2,528,"Y"
"773",155000,1626,7,5,2003,"Pave","Twnhs",2,474,"Y"
"774",298751,1728,8,5,2007,"Pave","1Fam",2,520,"Y"
"775",142000,1114,5,5,2004,"Pave","1Fam",0,0,"Y"
"776",251000,2052,8,5,2000,"Pave","1Fam",3,642,"Y"
"777",135000,1866,5,4,1958,"Pave","Duplex",2,495,"Y"
"778",320000,1905,9,5,2006,"Pave","1Fam",3,788,"Y"
"779",320000,2250,8,5,2002,"Pave","1Fam",3,756,"Y"
"780",123000,894,5,5,1972,"Pave","1Fam",2,600,"Y"
"781",260000,1518,5,7,1940,"Pave","1Fam",0,0,"Y"
"782",233500,1759,7,5,1992,"Pave","1Fam",2,525,"Y"
"783",260261,1542,8,5,2007,"Pave","1Fam",3,852,"Y"
"784",165000,1383,5,5,1954,"Pave","1Fam",1,354,"Y"
"785",230000,1654,7,5,2002,"Pave","1Fam",3,900,"Y"
"786",229456,1314,8,5,2009,"Pave","1Fam",2,552,"Y"
"787",233555,1846,6,5,2006,"Pave","1Fam",2,495,"Y"
"788",131000,1465,5,5,1939,"Pave","1Fam",1,240,"Y"
"789",106250,1294,4,7,1900,"Pave","2fmCon",0,0,"N"
"790",160500,1189,6,5,1997,"Pave","TwnhsE",2,392,"Y"
"791",192000,1395,6,7,1963,"Pave","1Fam",2,440,"Y"
"792",584500,3500,9,5,1993,"Pave","1Fam",3,959,"Y"
"793",109900,1040,4,5,1950,"Pave","1Fam",2,420,"Y"
"794",120000,879,5,6,1975,"Pave","1Fam",2,440,"Y"
